Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Weatherconditions,Type_of_vehicle,Road_traffic_density,multiple_deliveries,Time_taken(min),distance,order_hour,pickup_hour,day_of_week,is_weekend,month
38.0,4.2,23.39925,85.390464,23.52925,85.520464,2022-04-04,Stormy,motorcycle ,Jam ,1.0,36,19.58824065849606,19.0,19,Monday,0,4
36.0,4.7,10.003064,76.307589,10.053064,76.357589,2022-02-15,Fog,motorcycle ,Low ,1.0,27,7.786662082723752,22.0,23,Tuesday,0,2
30.0,4.6,21.183434,72.814492,21.213434,72.844492,2022-03-19,Fog,electric_scooter ,Medium ,0.0,17,4.553679120746385,17.0,17,Saturday,1,3
21.0,4.6,22.753839,75.897429,22.823839,75.967429,2022-03-12,Fog,motorcycle ,Low ,0.0,20,10.571398631736798,22.0,23,Saturday,1,3
39.0,4.1,26.910262,75.783013,26.950262,75.823013,2022-03-30,Sandstorms,motorcycle ,Medium ,2.0,37,5.951921111490412,16.0,16,Wednesday,0,3
36.0,4.4,22.745536,75.893106,22.835536,75.983106,2022-03-27,Sandstorms,motorcycle ,Jam ,1.0,33,13.591721626631704,19.0,20,Sunday,1,3
39.0,4.6,21.17106,72.789292,21.23106,72.849292,2022-03-15,Cloudy,scooter ,Low ,1.0,15,9.107284201918876,0.0,0,Tuesday,0,3
36.0,4.3,18.520016,73.830547,18.650016,73.960547,2022-03-16,Fog,scooter ,Medium ,1.0,41,19.882988848754568,17.0,17,Wednesday,0,3
36.0,4.4,18.530963,73.828972,18.560963,73.858972,2022-03-11,Windy,motorcycle ,Jam ,1.0,32,4.588870077617411,21.0,21,Friday,0,3
23.0,4.6,26.902328,75.794257,26.932328,75.824257,2022-03-30,Windy,scooter ,Medium ,1.0,28,4.464163123690179,18.0,18,Wednesday,0,3
20.0,4.8,25.457116,81.859682,25.527116,81.929682,2022-02-14,Stormy,motorcycle ,Low ,0.0,20,10.472294420860004,22.0,22,Monday,0,2
34.0,4.7,26.846156,75.8023,26.976156,75.9323,2022-03-29,Windy,motorcycle ,Low ,0.0,21,19.345162892567053,22.0,22,Tuesday,0,3
22.0,4.0,19.055831,72.833984,19.135831,72.913984,2022-03-02,Fog,motorcycle ,Jam ,1.0,34,12.218457582301808,21.0,21,Wednesday,0,3
22.0,4.7,21.157735,72.768778,21.187735,72.798778,2022-04-05,Fog,electric_scooter ,Jam ,0.0,22,4.554040081615242,19.0,19,Tuesday,0,4
36.0,4.4,21.173343,72.792731,21.233343,72.852731,2022-03-17,Sandstorms,motorcycle ,Jam ,2.0,38,9.107220024938371,19.0,19,Thursday,0,3
29.0,5.0,9.985697,76.281128,10.015697,76.311128,2022-02-17,Stormy,scooter ,Low ,1.0,13,4.672187453896003,23.0,23,Thursday,0,2
25.0,4.9,12.323194,76.630583,12.453194,76.760583,2022-03-25,Cloudy,motorcycle ,Medium ,0.0,43,20.166056535064868,18.0,18,Friday,0,3
24.0,4.7,26.892312,75.806896,26.962312,75.876896,2022-03-04,Stormy,scooter ,Jam ,1.0,24,10.415979862923049,20.0,20,Friday,0,3
30.0,4.7,26.910262,75.783013,27.020262,75.893013,2022-04-02,Sandstorms,scooter ,Low ,1.0,27,16.36557433082605,22.0,22,Saturday,1,4
20.0,4.6,23.359407,85.325055,23.429407,85.395055,2022-03-29,Cloudy,motorcycle ,Jam ,1.0,38,10.550012732384769,21.0,22,Tuesday,0,3
29.0,4.6,21.157735,72.768778,21.237735,72.848778,2022-03-16,Windy,motorcycle ,Medium ,1.0,33,12.143169897280632,17.0,17,Wednesday,0,3
38.0,4.9,12.323225,76.630028,12.363225,76.670028,2022-03-26,Fog,motorcycle ,Medium ,1.0,15,6.205452157234974,15.0,15,Saturday,1,3
29.0,4.9,26.921411,75.793604,26.951411,75.823604,2022-03-19,Windy,motorcycle ,Low ,1.0,17,4.463835175285589,23.0,23,Saturday,1,3
28.0,4.6,12.352058,76.60665,12.372058,76.62665,2022-03-28,Cloudy,motorcycle ,Low ,1.0,24,3.102619212254376,9.0,10,Monday,0,3
35.0,4.9,23.351058,85.325731,23.371058,85.345731,2022-03-30,Stormy,scooter ,Low ,0.0,23,3.0146295375208254,9.0,9,Wednesday,0,3
21.0,4.9,11.003681,76.975525,11.113681,77.085525,2022-03-16,Fog,scooter ,Low ,1.0,27,17.103050518544617,22.0,23,Wednesday,0,3
39.0,4.8,12.906229,77.596791,12.936229,77.626791,2022-03-19,Sandstorms,scooter ,Medium ,1.0,30,4.649061303070843,18.0,18,Saturday,1,3
23.0,4.9,13.058616,80.264151,13.148616,80.354151,2022-03-23,Stormy,scooter ,Medium ,0.0,20,13.942286436722355,18.0,18,Wednesday,0,3
31.0,4.6,12.906229,77.596791,12.966229,77.656791,2022-03-03,Sunny,motorcycle ,Medium ,1.0,22,9.297855593284812,17.0,17,Thursday,0,3
34.0,5.0,21.17106,72.789292,21.20106,72.819292,2022-03-05,Cloudy,scooter ,Low ,1.0,16,4.5538529705030415,23.0,0,Saturday,1,3
21.0,4.5,21.160437,72.774209,21.190437,72.804209,2022-03-24,Cloudy,motorcycle ,Jam ,0.0,28,4.554002148202201,21.0,21,Thursday,0,3
35.0,5.0,12.986047,80.218114,13.066047,80.298114,2022-03-27,Windy,motorcycle ,Low ,1.0,29,12.395001965045855,23.0,23,Sunday,1,3
27.0,4.8,17.428294,78.404423,17.558294,78.534423,2022-03-08,Cloudy,motorcycle ,Jam ,1.0,39,19.940501916973297,19.0,19,Tuesday,0,3
31.0,4.0,12.323194,76.630583,12.413194,76.720583,2022-03-25,Stormy,motorcycle ,Jam ,0.0,38,13.961628799415337,19.0,20,Friday,0,3
31.0,4.6,12.3085,76.665808,12.3785,76.735808,2022-03-31,Sunny,scooter ,Low ,0.0,26,10.8595355556471,23.0,0,Thursday,0,3
32.0,4.3,19.176269,72.836721,19.266269,72.926721,2022-03-29,Sandstorms,scooter ,Jam ,1.0,43,13.740932234405252,20.0,20,Tuesday,0,3
33.0,3.7,22.744648,75.894377,22.854648,76.004377,2022-03-27,Sandstorms,motorcycle ,Jam ,0.0,41,16.611603446539622,21.0,21,Sunday,1,3
36.0,4.6,12.972793,80.249982,13.062793,80.339982,2022-03-29,Sunny,motorcycle ,Jam ,1.0,28,13.944598794232531,21.0,21,Tuesday,0,3
24.0,5.0,26.911927,75.797282,26.991927,75.877282,2022-03-23,Windy,scooter ,Jam ,1.0,26,11.90284831519326,20.0,20,Wednesday,0,3
20.0,4.7,21.185047,72.80859,21.195047,72.81859,2022-03-13,Fog,motorcycle ,Low ,0.0,17,1.5179323327587648,8.0,8,Sunday,1,3
31.0,4.9,18.55144,73.804855,18.61144,73.864855,2022-03-19,Sunny,motorcycle ,Jam ,0.0,24,9.17685446997573,21.0,21,Saturday,1,3
36.0,4.1,12.975377,77.696664,13.035377,77.756664,2022-03-01,Windy,motorcycle ,Jam ,1.0,33,9.296621721684016,21.0,22,Tuesday,0,3
31.0,3.7,11.006686,76.951736,11.096686,77.041736,2022-03-02,Sandstorms,scooter ,Jam ,1.0,36,13.993565880995884,19.0,19,Wednesday,0,3
30.0,1.0,12.970221,77.645396,13.050221,77.725396,2022-03-02,Fog,electric_scooter ,Unknown,0.0,20,12.395379810205451,19.0,21,Wednesday,0,3
38.0,5.0,22.732225,75.874765,22.772225,75.914765,2022-03-11,Cloudy,motorcycle ,High ,1.0,25,6.041529490667358,12.0,13,Friday,0,3
35.0,4.9,11.016298,76.972076,11.026298,76.982076,2022-03-30,Windy,motorcycle ,High ,0.0,31,1.5549180943860352,11.0,12,Wednesday,0,3
33.0,5.0,17.430448,78.418213,17.560448,78.548213,2022-04-02,Sandstorms,motorcycle ,Medium ,1.0,36,19.94039158436463,19.0,19,Saturday,1,4
34.0,4.7,26.956431,75.776649,26.976431,75.796649,2022-03-05,Cloudy,motorcycle ,High ,1.0,26,2.975545947584384,11.0,11,Saturday,1,3
30.0,4.7,19.103249,72.846749,19.213249,72.956749,2022-03-29,Stormy,motorcycle ,Medium ,1.0,28,16.79744377860206,19.0,18,Tuesday,0,3
23.0,4.6,22.651847,75.881991,22.711847,75.941991,2022-03-15,Stormy,motorcycle ,Jam ,2.0,36,9.06439480190386,19.0,19,Tuesday,0,3
26.0,4.9,26.902328,75.794257,26.982328,75.874257,2022-03-27,Sandstorms,motorcycle ,Low ,0.0,10,11.903288478122647,22.0,22,Sunday,1,3
35.0,5.0,30.332735,78.054222,30.422735,78.144222,2022-02-18,Sandstorms,scooter ,Low ,0.0,24,13.205332832217223,22.0,22,Friday,0,2
26.0,5.0,30.895204,75.822103,30.985204,75.912103,2022-02-14,Cloudy,scooter ,Jam ,1.0,41,13.173321437324184,20.0,21,Monday,0,2
34.0,4.6,9.985497,76.276999,9.995497,76.286999,2022-02-17,Sunny,motorcycle ,Low ,1.0,20,1.5574194074118597,9.0,9,Thursday,0,2
34.0,4.7,12.933298,77.614293,13.023298,77.704293,2022-03-08,Cloudy,electric_scooter ,Low ,1.0,27,13.945658037651098,22.0,22,Tuesday,0,3
38.0,4.2,18.593481,73.785901,18.623481,73.815901,2022-03-21,Stormy,motorcycle ,Jam ,1.0,42,4.588089365807883,19.0,20,Monday,0,3
20.0,4.0,22.744648,75.894377,22.754648,75.904377,2022-03-01,Sandstorms,motorcycle ,Low ,1.0,19,1.510395231475433,9.0,9,Tuesday,0,3
33.0,4.9,19.875016,75.322405,19.885016,75.332405,2022-02-17,Fog,motorcycle ,High ,1.0,25,1.5238987685436574,11.0,11,Thursday,0,2
30.0,4.7,26.913987,75.752891,27.043987,75.882891,2022-03-27,Stormy,motorcycle ,Jam ,2.0,38,19.340108802092303,19.0,20,Sunday,1,3
37.0,4.5,17.429585,78.392621,17.499585,78.462621,2022-03-27,Windy,motorcycle ,Low ,1.0,23,10.737985595793411,23.0,23,Sunday,1,3
30.0,4.5,13.02978,80.208812,13.08978,80.268812,2022-03-28,Fog,motorcycle ,Medium ,1.0,30,9.29564653592148,18.0,18,Monday,0,3
39.0,5.0,12.949934,77.699386,12.989934,77.739386,2022-03-09,Sunny,scooter ,Medium ,1.0,23,6.198170058205873,16.0,16,Wednesday,0,3
29.0,4.9,21.157729,72.768726,21.237729,72.848726,2022-04-04,Stormy,motorcycle ,Medium ,1.0,20,12.143170122126165,18.0,18,Monday,0,4
30.0,4.7,13.091809,80.219104,13.101809,80.229104,2022-04-01,Sandstorms,electric_scooter ,Low ,0.0,17,1.5491634661872675,19.0,11,Friday,0,4
37.0,4.7,17.424114,78.347554,17.434114,78.357554,2022-03-24,Stormy,scooter ,Low ,1.0,26,1.5341374156430063,9.0,9,Thursday,0,3
37.0,4.6,18.56245,73.916619,18.67245,74.026619,2022-03-23,Fog,motorcycle ,Low ,2.0,44,16.82258132783111,23.0,23,Wednesday,0,3
39.0,4.1,9.979363,76.285001,9.999363,76.305001,2022-02-17,Sandstorms,motorcycle ,High ,3.0,49,3.114844048742426,11.0,12,Thursday,0,2
30.0,4.7,22.753659,75.903365,22.793659,75.943365,2022-03-09,Fog,scooter ,Unknown,1.0,23,6.041102221890601,19.0,12,Wednesday,0,3
34.0,4.5,19.1813,72.836191,19.3113,72.966191,2022-03-27,Stormy,motorcycle ,Low ,0.0,27,19.846613904419858,22.0,22,Sunday,1,3
29.0,4.7,13.054347,80.257221,13.104347,80.307221,2022-03-26,Cloudy,motorcycle ,Jam ,0.0,21,7.746079097377241,20.0,20,Saturday,1,3
22.0,4.8,23.333017,85.3172,23.413017,85.3972,2022-03-27,Sunny,motorcycle ,Medium ,0.0,14,12.058029851305768,17.0,17,Sunday,1,3
24.0,4.6,22.761226,75.887522,22.801226,75.927522,2022-03-30,Stormy,scooter ,High ,1.0,24,6.040951297577269,13.0,13,Wednesday,0,3
33.0,4.6,11.001753,76.986241,11.091753,77.076241,2022-03-16,Cloudy,electric_scooter ,Medium ,1.0,30,13.99367902060174,17.0,17,Wednesday,0,3
30.0,3.6,23.353783,85.326967,23.433783,85.406967,2022-03-10,Fog,motorcycle ,Low ,1.0,37,12.05718269508064,22.0,22,Thursday,0,3
23.0,4.6,12.979096,77.640625,13.049096,77.710625,2022-03-06,Windy,scooter ,Jam ,1.0,27,10.845876538554249,19.0,20,Sunday,1,3
30.0,4.8,11.024839,77.007003,11.084839,77.067003,2022-03-24,Windy,motorcycle ,Jam ,1.0,28,9.32899599009658,21.0,22,Thursday,0,3
29.0,4.7,22.311603,73.165012,22.361603,73.215012,2022-03-26,Sunny,motorcycle ,Jam ,0.0,13,7.562182477576534,21.0,21,Saturday,1,3
24.0,4.9,26.88842,75.800689,26.99842,75.910689,2022-03-04,Fog,scooter ,Low ,1.0,27,16.366951778637734,23.0,23,Friday,0,3
28.0,4.8,13.02978,80.208812,13.08978,80.268812,2022-03-19,Sandstorms,motorcycle ,Jam ,1.0,20,9.29564653592148,20.0,20,Saturday,1,3
30.0,4.7,21.149669,72.772629,21.259669,72.882629,2022-03-08,Fog,scooter ,Unknown,1.0,16,16.69650038652256,19.0,18,Tuesday,0,3
34.0,4.6,22.728163,75.884212,22.838163,75.994212,2022-03-23,Windy,motorcycle ,Medium ,1.0,30,16.612508107851173,17.0,17,Wednesday,0,3
27.0,4.4,19.254567,72.848923,19.324567,72.918923,2022-03-23,Sandstorms,motorcycle ,Jam ,1.0,31,10.68533629683914,22.0,22,Wednesday,0,3
22.0,4.7,22.725748,75.898497,22.785747,75.958497,2022-03-30,Sandstorms,scooter ,Medium ,1.0,22,9.062107572908571,17.0,17,Wednesday,0,3
30.0,4.7,21.170798,72.790489,21.210798,72.830489,2022-03-13,Cloudy,motorcycle ,High ,1.0,22,6.071715179305134,12.0,12,Sunday,1,3
28.0,4.7,27.160832,78.011608,27.180832,78.031608,2022-02-17,Fog,motorcycle ,High ,0.0,20,2.9731943629436435,11.0,11,Thursday,0,2
22.0,4.6,21.157735,72.768778,21.287735,72.898778,2022-03-08,Cloudy,motorcycle ,Medium ,1.0,38,19.73112598347896,17.0,17,Tuesday,0,3
26.0,4.9,21.186884,72.793616,21.246884,72.853616,2022-03-26,Sunny,scooter ,Low ,1.0,17,9.10683925158306,22.0,22,Saturday,1,3
25.0,4.3,23.374989,85.335486,23.434989,85.395486,2022-03-15,Windy,motorcycle ,Low ,0.0,22,9.04254420895188,22.0,22,Tuesday,0,3
38.0,4.1,19.1093,72.825451,19.1893,72.905451,2022-03-29,Sandstorms,motorcycle ,Jam ,0.0,38,12.21662973029514,21.0,21,Tuesday,0,3
37.0,4.6,13.066762,80.251865,13.106762,80.291865,2022-04-05,Cloudy,motorcycle ,Medium ,1.0,27,6.196774380643406,15.0,15,Tuesday,0,4
23.0,4.3,12.979096,77.640625,13.059096,77.720625,2022-03-08,Fog,scooter ,Jam ,1.0,35,12.395167974024298,20.0,20,Tuesday,0,3
36.0,4.5,26.902908,75.792934,27.032908,75.922934,2022-04-06,Stormy,scooter ,Jam ,2.0,34,19.340934989697192,21.0,21,Wednesday,0,4
30.0,4.7,26.474133,80.3481,26.534133,80.4081,2022-02-15,Fog,motorcycle ,Jam ,0.0,25,8.942436777020651,19.0,20,Tuesday,0,2
31.0,4.9,17.455894,78.375467,17.545894,78.465467,2022-03-25,Cloudy,motorcycle ,Jam ,3.0,53,13.804694329473278,20.0,21,Friday,0,3
27.0,4.8,11.026117,76.944652,11.076117,76.994652,2022-03-26,Sunny,scooter ,Medium ,0.0,12,7.774210826080812,18.0,18,Saturday,1,3
31.0,4.9,12.949934,77.699386,13.039934,77.789386,2022-03-31,Sandstorms,motorcycle ,Low ,1.0,15,13.945212240742842,23.0,23,Thursday,0,3
33.0,4.8,17.422819,78.449578,17.442819,78.469578,2022-03-13,Sandstorms,electric_scooter ,Low ,0.0,28,3.0682457244058714,8.0,8,Sunday,1,3
25.0,4.1,23.357804,85.325146,23.467804,85.435146,2022-03-29,Fog,scooter ,Medium ,0.0,38,16.577557538844168,18.0,18,Tuesday,0,3
30.0,4.7,21.17106,72.789292,21.30106,72.919292,2022-03-06,Fog,motorcycle ,Medium ,2.0,45,19.73031348513336,19.0,18,Sunday,1,3
32.0,4.8,21.173343,72.792731,21.213343,72.832731,2022-03-05,Cloudy,motorcycle ,High ,1.0,31,6.071667504672098,13.0,14,Saturday,1,3
28.0,4.8,26.481547,80.299775,26.521547,80.339775,2022-02-15,Stormy,motorcycle ,High ,1.0,19,5.961683157147901,15.0,15,Tuesday,0,2
34.0,4.8,30.362686,78.06889,30.492686,78.19889,2022-02-18,Cloudy,motorcycle ,Jam ,2.0,45,19.070286182018464,19.0,19,Friday,0,2
26.0,5.0,23.353783,85.326967,23.443783,85.416967,2022-03-06,Cloudy,motorcycle ,Low ,1.0,21,13.564100721659605,23.0,23,Sunday,1,3
39.0,4.6,13.066762,80.251865,13.126762,80.311865,2022-04-01,Sandstorms,motorcycle ,Jam ,2.0,45,9.294981402880982,21.0,22,Friday,0,4
22.0,4.8,22.727021,75.884167,22.737021,75.894167,2022-03-21,Fog,electric_scooter ,Low ,0.0,18,1.5104830030232963,9.0,9,Monday,0,3
36.0,4.5,23.357804,85.325146,23.427804,85.395146,2022-03-06,Fog,motorcycle ,Jam ,1.0,45,10.550069974190382,20.0,20,Sunday,1,3
21.0,5.0,10.003064,76.307589,10.053064,76.357589,2022-02-11,Windy,motorcycle ,Jam ,1.0,20,7.786662082723752,21.0,21,Friday,0,2
27.0,4.5,12.352058,76.60665,12.362058,76.61665,2022-03-11,Cloudy,motorcycle ,Low ,1.0,17,1.5513238067891462,9.0,9,Friday,0,3
36.0,4.7,11.026117,76.944652,11.106117,77.024652,2022-03-18,Sandstorms,scooter ,Jam ,0.0,29,12.438430923864743,19.0,19,Friday,0,3
26.0,4.9,17.41233,78.449654,17.47233,78.509654,2022-04-03,Windy,motorcycle ,Jam ,1.0,36,9.204512751051547,20.0,21,Sunday,1,4
25.0,4.8,18.546258,73.904337,18.586258,73.944337,2022-03-15,Sunny,motorcycle ,Medium ,1.0,22,6.118155829484073,15.0,15,Tuesday,0,3
38.0,4.5,19.003517,72.82765,19.043517,72.86765,2022-03-17,Fog,motorcycle ,High ,1.0,27,6.110461409424714,12.0,12,Thursday,0,3
24.0,4.9,30.372202,78.077151,30.462202,78.167151,2022-02-12,Fog,motorcycle ,Jam ,1.0,32,13.203100587265007,20.0,20,Saturday,1,2
22.0,4.6,12.906229,77.596791,12.946229,77.636791,2022-03-21,Sandstorms,motorcycle ,High ,1.0,18,6.198689098998072,12.0,12,Monday,0,3
22.0,4.7,10.027364,76.308258,10.097364,76.378258,2022-02-18,Sunny,motorcycle ,Medium ,0.0,12,10.90076897516961,18.0,18,Friday,0,2
30.0,4.7,18.546947,73.900626,18.586947,73.940626,2022-03-13,Windy,motorcycle ,High ,0.0,22,6.118144363322555,19.0,14,Sunday,1,3
37.0,4.7,22.727021,75.884167,22.787021,75.944167,2022-03-13,Windy,motorcycle ,Medium ,1.0,34,9.06215069827532,18.0,18,Sunday,1,3
29.0,4.9,18.927584,72.832585,19.017584,72.922585,2022-03-06,Sandstorms,scooter ,Jam ,1.0,22,13.75048466722894,21.0,21,Sunday,1,3
20.0,4.8,22.751234,75.88949,22.831234,75.96949,2022-04-04,Windy,scooter ,Jam ,1.0,17,12.081502677456625,20.0,20,Monday,0,4
37.0,4.9,21.15276,72.778059,21.21276,72.838059,2022-03-09,Sunny,motorcycle ,Jam ,0.0,24,9.107798410221408,21.0,22,Wednesday,0,3
21.0,5.0,23.374989,85.335486,23.404989,85.365486,2022-03-13,Fog,scooter ,Jam ,1.0,24,4.521501817012095,19.0,19,Sunday,1,3
27.0,4.6,22.761226,75.887522,22.791226,75.917522,2022-03-03,Stormy,scooter ,Low ,0.0,14,4.530788301685711,23.0,23,Thursday,0,3
27.0,4.5,26.90519,75.810753,26.99519,75.900753,2022-04-06,Sandstorms,motorcycle ,Medium ,1.0,24,13.390793718689237,18.0,18,Wednesday,0,4
37.0,4.2,26.911378,75.789034,26.961378,75.839034,2022-04-03,Fog,motorcycle ,Medium ,0.0,31,7.439726105442683,17.0,17,Sunday,1,4
32.0,4.9,18.536718,73.830327,18.546719,73.840328,2022-03-11,Windy,scooter ,Low ,1.0,26,1.5297939730751242,11.0,11,Friday,0,3
21.0,4.9,12.970324,77.645748,13.010324,77.685748,2022-03-30,Sunny,motorcycle ,Medium ,1.0,18,6.197927332941757,16.0,16,Wednesday,0,3
28.0,4.5,12.970324,77.645748,13.050324,77.725748,2022-03-29,Windy,motorcycle ,Jam ,0.0,18,12.395377352504651,19.0,20,Tuesday,0,3
30.0,4.7,21.186884,72.793616,21.216884,72.823616,2022-04-05,Fog,electric_scooter ,Medium ,1.0,13,4.553630633714709,19.0,18,Tuesday,0,4
34.0,4.7,15.49395,73.827423,15.54395,73.877423,2022-02-11,Stormy,motorcycle ,Low ,1.0,21,7.706280580867874,22.0,22,Friday,0,2
35.0,4.3,21.149834,72.778666,21.209834,72.838666,2022-03-24,Cloudy,motorcycle ,Medium ,1.0,33,9.107880591147303,18.0,18,Thursday,0,3
22.0,4.5,17.429585,78.392621,17.459585,78.422621,2022-03-09,Sunny,motorcycle ,Jam ,0.0,17,4.60222989483327,21.0,21,Wednesday,0,3
32.0,4.9,19.120083,72.907385,19.200083,72.987385,2022-03-04,Windy,motorcycle ,Low ,0.0,23,12.216260551419468,22.0,22,Friday,0,3
30.0,4.7,19.12663,72.829976,19.17663,72.879976,2022-04-05,Fog,motorcycle ,Unknown,1.0,18,7.6353439932837075,19.0,20,Tuesday,0,4
20.0,4.8,23.416792,85.316842,23.506792,85.406842,2022-03-29,Stormy,motorcycle ,Low ,1.0,18,13.561204009757525,22.0,22,Tuesday,0,3
22.0,4.9,12.933298,77.614293,13.003298,77.684293,2022-03-04,Cloudy,motorcycle ,Medium ,1.0,39,10.846831391713856,18.0,18,Friday,0,3
23.0,4.7,21.157735,72.768778,21.207735,72.818778,2022-03-09,Fog,motorcycle ,Medium ,1.0,19,7.589832671093596,18.0,19,Wednesday,0,3
33.0,4.1,18.55144,73.804855,18.66144,73.914855,2022-03-31,Cloudy,scooter ,Jam ,2.0,49,16.823086316712892,19.0,19,Thursday,0,3
28.0,4.8,26.88842,75.800689,27.02842,75.940689,2022-03-14,Fog,motorcycle ,Jam ,1.0,45,20.829460333322302,20.0,20,Monday,0,3
24.0,4.9,23.369746,85.33982,23.389746,85.35982,2022-04-03,Sunny,scooter ,High ,0.0,10,3.014439031852032,12.0,12,Sunday,1,4
30.0,4.7,12.979166,77.640709,12.989166,77.650709,2022-03-13,Fog,scooter ,Unknown,0.0,15,1.5495001864109084,19.0,8,Sunday,1,3
34.0,4.2,26.90294,75.793007,27.03294,75.923007,2022-03-02,Cloudy,scooter ,Jam ,2.0,40,19.340932603768994,19.0,19,Wednesday,0,3
23.0,4.7,26.483042,80.317833,26.593042,80.427833,2022-02-14,Stormy,motorcycle ,Jam ,1.0,20,16.392354944764154,21.0,21,Monday,0,2
38.0,4.7,21.157729,72.768726,21.177729,72.788726,2022-03-26,Sandstorms,motorcycle ,Low ,1.0,28,3.036073580509908,10.0,10,Saturday,1,3
24.0,4.9,18.546258,73.904337,18.586258,73.944337,2022-03-01,Stormy,motorcycle ,High ,0.0,10,6.118155829484073,12.0,12,Tuesday,0,3
30.0,4.7,15.56155,73.749092,15.61155,73.799092,2022-02-15,Fog,scooter ,Unknown,1.0,15,7.705086664042764,19.0,17,Tuesday,0,2
35.0,4.7,13.049645,80.242268,13.079645,80.272268,2022-03-09,Sandstorms,motorcycle ,Jam ,1.0,46,4.64777966281334,20.0,20,Wednesday,0,3
28.0,5.0,18.536718,73.830327,18.566719,73.860327,2022-03-01,Cloudy,motorcycle ,Low ,0.0,22,4.588878401100727,22.0,22,Tuesday,0,3
20.0,4.6,22.760072,75.892574,22.840072,75.972574,2022-04-02,Fog,scooter ,Low ,1.0,23,12.081149886335265,22.0,22,Saturday,1,4
39.0,4.8,19.003517,72.82765,19.083517,72.90765,2022-03-04,Cloudy,motorcycle ,Jam ,1.0,41,12.220241481209044,20.0,20,Friday,0,3
33.0,4.7,15.49395,73.827423,15.50395,73.837423,2022-02-15,Sunny,motorcycle ,Low ,1.0,12,1.5413266047243896,9.0,10,Tuesday,0,2
22.0,4.5,23.351058,85.325731,23.381058,85.355731,2022-03-05,Windy,motorcycle ,Jam ,1.0,23,4.521867847821235,19.0,20,Saturday,1,3
35.0,4.9,23.359407,85.325055,23.409407,85.375055,2022-04-05,Windy,electric_scooter ,Jam ,1.0,26,7.535978586385636,22.0,22,Tuesday,0,4
25.0,4.7,25.457116,81.859682,25.587116,81.989682,2022-02-16,Windy,scooter ,Jam ,1.0,17,19.446405785042224,20.0,20,Wednesday,0,2
21.0,4.0,22.753659,75.903365,22.843659,75.993365,2022-03-31,Stormy,motorcycle ,Jam ,1.0,35,13.591356859732272,21.0,22,Thursday,0,3
28.0,4.5,17.458998,78.500366,17.498998,78.540366,2022-04-05,Fog,scooter ,High ,1.0,21,6.135765048576284,13.0,14,Tuesday,0,4
23.0,4.8,22.307898,73.167788,22.327898,73.187788,2022-03-01,Sunny,electric_scooter ,Low ,1.0,19,3.025056406598116,9.0,10,Tuesday,0,3
31.0,3.5,23.351058,85.325731,23.441058,85.415731,2022-03-29,Sandstorms,motorcycle ,Jam ,1.0,35,13.564225848679987,21.0,21,Tuesday,0,3
23.0,4.7,22.74806,75.8934,22.81806,75.9634,2022-03-02,Windy,scooter ,Jam ,1.0,29,10.571600405915428,19.0,19,Wednesday,0,3
24.0,4.5,18.636215,73.751081,18.766215,73.881081,2022-03-29,Stormy,scooter ,Low ,1.0,19,19.876680616802588,23.0,23,Tuesday,0,3
24.0,5.0,12.939496,77.625999,13.049496,77.735999,2022-03-02,Stormy,motorcycle ,Low ,1.0,22,17.044162145029446,23.0,23,Wednesday,0,3
25.0,4.7,19.103249,72.846749,19.173249,72.916749,2022-03-08,Fog,scooter ,Low ,1.0,25,10.689882043582005,22.0,23,Tuesday,0,3
27.0,4.9,22.31279,73.170283,22.39279,73.250283,2022-03-06,Sandstorms,motorcycle ,Low ,0.0,16,12.09885639365153,22.0,22,Sunday,1,3
26.0,4.8,12.310972,76.659264,12.330972,76.679264,2022-03-28,Sunny,electric_scooter ,Low ,1.0,15,3.1028522086456105,9.0,9,Monday,0,3
21.0,5.0,18.636215,73.751081,18.686215,73.801081,2022-03-05,Windy,scooter ,Medium ,1.0,20,7.645714859545969,18.0,18,Saturday,1,3
21.0,4.7,23.357804,85.325146,23.427804,85.395146,2022-03-29,Windy,motorcycle ,Jam ,1.0,36,10.550069974190382,22.0,22,Tuesday,0,3
23.0,4.2,17.426228,78.407495,17.466228,78.447495,2022-03-17,Fog,scooter ,High ,1.0,33,6.136280662714944,13.0,14,Thursday,0,3
24.0,4.9,30.88722,75.804893,30.91722,75.834893,2022-02-13,Stormy,motorcycle ,Jam ,1.0,23,4.391832577498914,21.0,21,Sunday,1,2
37.0,4.6,11.022169,76.999594,11.152169,77.129594,2022-04-02,Fog,motorcycle ,Jam ,1.0,47,20.211749649355237,21.0,21,Saturday,1,4
24.0,4.9,23.355164,85.324097,23.435164,85.404097,2022-03-04,Windy,motorcycle ,Low ,1.0,12,12.057126334017664,22.0,23,Friday,0,3
23.0,4.9,19.221315,72.862381,19.271315,72.912381,2022-03-30,Sunny,scooter ,Jam ,0.0,17,7.633313679223672,22.0,22,Wednesday,0,3
38.0,4.9,11.021278,76.995017,11.041278,77.015017,2022-04-01,Windy,scooter ,Low ,1.0,20,3.109785419225122,10.0,10,Friday,0,4
33.0,4.9,12.981615,80.231598,13.021615,80.271598,2022-03-07,Windy,motorcycle ,High ,1.0,33,6.1977927664404255,14.0,15,Monday,0,3
